order_id,line_id,product_id,product_name,quantity,unit_price,line_value,order_date,payment_method,channel,promotion_applied,customer_id,first_name,last_name,email,phone,address,city,postcode,country,date_of_birth,gender,customer_since,loyalty_member,marketing_opt_in
5,1,6,Soft Drink,3,2.5,7.5,2024-01-02,Online,Box Office,True,145,Alexander,Heath,sylvia59@brown.co.uk,0131 496 0602,"48 Mitchell spurs, Mooreview, NR3 7JG",South Elaineside,TN1M 5ZJ,UK,1983-04-25,Female,2021-11-06,False,True
5,2,10,Merchandise - T-Shirt,2,15.0,30.0,2024-01-02,Online,Box Office,True,145,Alexander,Heath,sylvia59@brown.co.uk,0131 496 0602,"48 Mitchell spurs, Mooreview, NR3 7JG",South Elaineside,TN1M 5ZJ,UK,1983-04-25,Female,2021-11-06,False,True
6,1,1,Cinema Ticket - Adult,4,12.5,50.0,2024-01-02,Debit Card,Box Office,False,489,Shirley,Collins,nwright@cox.net,01184960396,"06 Williams coves, Lake Charlenehaven, E06 4HX",South Frederick,CM4N 0ZB,UK,1950-08-04,Female,2021-09-30,False,True
6,2,2,Cinema Ticket - Child,2,8.0,16.0,2024-01-02,Debit Card,Box Office,False,489,Shirley,Collins,nwright@cox.net,01184960396,"06 Williams coves, Lake Charlenehaven, E06 4HX",South Frederick,CM4N 0ZB,UK,1950-08-04,Female,2021-09-30,False,True
6,3,5,Popcorn - Large,4,5.0,20.0,2024-01-02,Debit Card,Box Office,False,489,Shirley,Collins,nwright@cox.net,01184960396,"06 Williams coves, Lake Charlenehaven, E06 4HX",South Frederick,CM4N 0ZB,UK,1950-08-04,Female,2021-09-30,False,True
6,4,8,3D Glasses,5,2.0,10.0,2024-01-02,Debit Card,Box Office,False,489,Shirley,Collins,nwright@cox.net,01184960396,"06 Williams coves, Lake Charlenehaven, E06 4HX",South Frederick,CM4N 0ZB,UK,1950-08-04,Female,2021-09-30,False,True
7,1,8,3D Glasses,4,2.0,8.0,2024-01-03,Cash,Web,True,21,Stewart,Ford,wendymoss@yahoo.com,(0306) 9990088,"971 Murphy park, Aliceville, L7 6ZU",Port Ashleigh,N1G 8UA,UK,1949-08-28,Other,2018-11-01,False,True
7,2,10,Merchandise - T-Shirt,5,15.0,75.0,2024-01-03,Cash,Web,True,21,Stewart,Ford,wendymoss@yahoo.com,(0306) 9990088,"971 Murphy park, Aliceville, L7 6ZU",Port Ashleigh,N1G 8UA,UK,1949-08-28,Other,2018-11-01,False,True
8,1,6,Soft Drink,2,2.5,5.0,2024-01-03,Credit Card,Box Office,True,26,Bruce,Saunders,kthompson@hotmail.com,(0118) 496 0571,"58 Shaw courts, Begumland, L8D 5XY",West Joseph,LE5 9XJ,UK,2006-07-27,Female,2022-02-26,True,False
8,2,7,Combo Meal,4,7.5,30.0,2024-01-03,Credit Card,Box Office,True,26,Bruce,Saunders,kthompson@hotmail.com,(0118) 496 0571,"58 Shaw courts, Begumland, L8D 5XY",West Joseph,LE5 9XJ,UK,2006-07-27,Female,2022-02-26,True,False
9,1,7,Combo Meal,5,7.5,37.5,2024-01-03,Debit Card,Kiosk,False,566,Marian,Cooper,andrewsjoan@wood.com,+441144960428,"41 Hall centers, Coxstad, W4 5JU",Lucyville,B9F 5YB,UK,2002-01-29,Other,2019-03-22,False,False
10,1,2,Cinema Ticket - Child,3,8.0,24.0,2024-01-03,Online,Kiosk,True,268,Dominic,Jones,marshallderek@begum.com,+44(0)115 496 0361,"Studio 35X, George mills, Lake Paulaview, G63 5YH",Jemmabury,EX85 6AE,UK,1968-01-02,Other,2023-09-28,False,False
10,2,7,Combo Meal,3,7.5,22.5,2024-01-03,Online,Kiosk,True,268,Dominic,Jones,marshallderek@begum.com,+44(0)115 496 0361,"Studio 35X, George mills, Lake Paulaview, G63 5YH",Jemmabury,EX85 6AE,UK,1968-01-02,Other,2023-09-28,False,False
11,1,1,Cinema Ticket - Adult,9,12.5,112.5,2024-01-04,Cash,Mobile App,True,120,Barry,Benson,ahayward@yahoo.co.uk,(0117) 4960314,"945 Allan heights, North Philiptown, SN9R 4JS",South Gavin,WS2N 6DT,UK,1972-09-10,Female,2018-05-01,False,True
11,2,7,Combo Meal,2,7.5,15.0,2024-01-04,Cash,Mobile App,True,120,Barry,Benson,ahayward@yahoo.co.uk,(0117) 4960314,"945 Allan heights, North Philiptown, SN9R 4JS",South Gavin,WS2N 6DT,UK,1972-09-10,Female,2018-05-01,False,True
11,3,9,VIP Seat Upgrade,4,4.0,16.0,2024-01-04,Cash,Mobile App,True,120,Barry,Benson,ahayward@yahoo.co.uk,(0117) 4960314,"945 Allan heights, North Philiptown, SN9R 4JS",South Gavin,WS2N 6DT,UK,1972-09-10,Female,2018-05-01,False,True
12,1,3,Cinema Ticket - Student,3,9.5,28.5,2024-01-04,Online,Mobile App,True,288,Hugh,Stevens,barrettanna@patterson.biz,+44118 4960928,"72 Lauren garden, Markborough, IP91 2FN",Gracemouth,L6F 1HY,UK,1988-02-06,Other,2018-01-01,False,False
12,2,6,Soft Drink,5,2.5,12.5,2024-01-04,Online,Mobile App,True,288,Hugh,Stevens,barrettanna@patterson.biz,+44118 4960928,"72 Lauren garden, Markborough, IP91 2FN",Gracemouth,L6F 1HY,UK,1988-02-06,Other,2018-01-01,False,False
12,3,10,Merchandise - T-Shirt,4,15.0,60.0,2024-01-04,Online,Mobile App,True,288,Hugh,Stevens,barrettanna@patterson.biz,+44118 4960928,"72 Lauren garden, Markborough, IP91 2FN",Gracemouth,L6F 1HY,UK,1988-02-06,Other,2018-01-01,False,False
13,1,1,Cinema Ticket - Adult,4,12.5,50.0,2024-01-04,Cash,Box Office,False,149,Ricky,Reeves,qrees@smith-wilson.com,+441632 960515,"329 Wilson hills, Patelfurt, CR7 6YX",South Marilynmouth,N5 2XZ,UK,1954-04-05,Female,2022-01-07,True,False
13,2,2,Cinema Ticket - Child,1,8.0,8.0,2024-01-04,Cash,Box Office,False,149,Ricky,Reeves,qrees@smith-wilson.com,+441632 960515,"329 Wilson hills, Patelfurt, CR7 6YX",South Marilynmouth,N5 2XZ,UK,1954-04-05,Female,2022-01-07,True,False
13,3,6,Soft Drink,8,2.5,20.0,2024-01-04,Cash,Box Office,False,149,Ricky,Reeves,qrees@smith-wilson.com,+441632 960515,"329 Wilson hills, Patelfurt, CR7 6YX",South Marilynmouth,N5 2XZ,UK,1954-04-05,Female,2022-01-07,True,False
14,1,1,Cinema Ticket - Adult,4,12.5,50.0,2024-01-04,Online,Kiosk,True,183,Duncan,Patel,chambersgeoffrey@hotmail.co.uk,08081570083,"Studio 93W, Dean gardens, North Dominicbury, B76 1UQ",Stonefort,M6S 2DG,UK,1997-06-05,Other,2021-09-03,True,False
14,2,3,Cinema Ticket - Student,1,9.5,9.5,2024-01-04,Online,Kiosk,True,183,Duncan,Patel,chambersgeoffrey@hotmail.co.uk,08081570083,"Studio 93W, Dean gardens, North Dominicbury, B76 1UQ",Stonefort,M6S 2DG,UK,1997-06-05,Other,2021-09-03,True,False
14,3,8,3D Glasses,2,2.0,4.0,2024-01-04,Online,Kiosk,True,183,Duncan,Patel,chambersgeoffrey@hotmail.co.uk,08081570083,"Studio 93W, Dean gardens, North Dominicbury, B76 1UQ",Stonefort,M6S 2DG,UK,1997-06-05,Other,2021-09-03,True,False
14,4,9,VIP Seat Upgrade,5,4.0,20.0,2024-01-04,Online,Kiosk,True,183,Duncan,Patel,chambersgeoffrey@hotmail.co.uk,08081570083,"Studio 93W, Dean gardens, North Dominicbury, B76 1UQ",Stonefort,M6S 2DG,UK,1997-06-05,Other,2021-09-03,True,False
14,5,10,Merchandise - T-Shirt,3,15.0,45.0,2024-01-04,Online,Kiosk,True,183,Duncan,Patel,chambersgeoffrey@hotmail.co.uk,08081570083,"Studio 93W, Dean gardens, North Dominicbury, B76 1UQ",Stonefort,M6S 2DG,UK,1997-06-05,Other,2021-09-03,True,False
15,1,3,Cinema Ticket - Student,4,9.5,38.0,2024-01-04,Debit Card,Web,False,1,Ashley,McKenzie,christine44@outlook.com,0191 498 0616,"3 Mason forge, Colinfurt, N7 2XS",Wilsonfort,LL9P 2AE,UK,1972-07-11,Other,2018-07-06,True,True
15,2,7,Combo Meal,7,7.5,52.5,2024-01-04,Debit Card,Web,False,1,Ashley,McKenzie,christine44@outlook.com,0191 498 0616,"3 Mason forge, Colinfurt, N7 2XS",Wilsonfort,LL9P 2AE,UK,1972-07-11,Other,2018-07-06,True,True
16,1,4,Popcorn - Small,4,3.0,12.0,2024-01-04,Online,Web,True,496,Lynda,Bennett,normaniain@abbott.com,(0115) 496 0781,"Studio 84, Green harbor, Lake Abdulburgh, GU0 0QH",North Cameronbury,G1 5QB,UK,1977-04-14,Other,2020-06-08,True,False
16,2,6,Soft Drink,2,2.5,5.0,2024-01-04,Online,Web,True,496,Lynda,Bennett,normaniain@abbott.com,(0115) 496 0781,"Studio 84, Green harbor, Lake Abdulburgh, GU0 0QH",North Cameronbury,G1 5QB,UK,1977-04-14,Other,2020-06-08,True,False
16,3,8,3D Glasses,4,2.0,8.0,2024-01-04,Online,Web,True,496,Lynda,Bennett,normaniain@abbott.com,(0115) 496 0781,"Studio 84, Green harbor, Lake Abdulburgh, GU0 0QH",North Cameronbury,G1 5QB,UK,1977-04-14,Other,2020-06-08,True,False
16,4,9,VIP Seat Upgrade,8,4.0,32.0,2024-01-04,Online,Web,True,496,Lynda,Bennett,normaniain@abbott.com,(0115) 496 0781,"Studio 84, Green harbor, Lake Abdulburgh, GU0 0QH",North Cameronbury,G1 5QB,UK,1977-04-14,Other,2020-06-08,True,False
17,1,4,Popcorn - Small,5,3.0,15.0,2024-01-04,Cash,Kiosk,False,588,Josephine,Morris,damien85@hotmail.com,+4429 2018 0489,"745 Hall neck, West Kyleland, E7C 1SR",Port Kerry,B1 9ER,UK,1958-01-05,Female,2016-05-22,True,True
17,2,5,Popcorn - Large,3,5.0,15.0,2024-01-04,Cash,Kiosk,False,588,Josephine,Morris,damien85@hotmail.com,+4429 2018 0489,"745 Hall neck, West Kyleland, E7C 1SR",Port Kerry,B1 9ER,UK,1958-01-05,Female,2016-05-22,True,True
17,3,8,3D Glasses,3,2.0,6.0,2024-01-04,Cash,Kiosk,False,588,Josephine,Morris,damien85@hotmail.com,+4429 2018 0489,"745 Hall neck, West Kyleland, E7C 1SR",Port Kerry,B1 9ER,UK,1958-01-05,Female,2016-05-22,True,True
17,4,9,VIP Seat Upgrade,2,4.0,8.0,2024-01-04,Cash,Kiosk,False,588,Josephine,Morris,damien85@hotmail.com,+4429 2018 0489,"745 Hall neck, West Kyleland, E7C 1SR",Port Kerry,B1 9ER,UK,1958-01-05,Female,2016-05-22,True,True
18,1,5,Popcorn - Large,10,5.0,50.0,2024-01-04,Online,Kiosk,False,152,Oliver,Cross,iainlewis@outlook.com,+44(0)113 496 0000,"Flat 0, Jade plain, Wardland, DA15 7UE",Alitown,HS8 6FY,UK,1947-03-06,Other,2021-09-22,False,True
18,2,9,VIP Seat Upgrade,1,4.0,4.0,2024-01-04,Online,Kiosk,False,152,Oliver,Cross,iainlewis@outlook.com,+44(0)113 496 0000,"Flat 0, Jade plain, Wardland, DA15 7UE",Alitown,HS8 6FY,UK,1947-03-06,Other,2021-09-22,False,True
19,1,1,Cinema Ticket - Adult,1,12.5,12.5,2024-01-04,Online,Box Office,False,45,Josephine,Bailey,kathleenwilliams@hotmail.co.uk,+44808 1570629,"65 Walker gardens, New Andrea, TR4 4DT",West Kate,BL2 0QN,UK,1957-05-12,Other,2016-10-12,True,False
19,2,5,Popcorn - Large,3,5.0,15.0,2024-01-04,Online,Box Office,False,45,Josephine,Bailey,kathleenwilliams@hotmail.co.uk,+44808 1570629,"65 Walker gardens, New Andrea, TR4 4DT",West Kate,BL2 0QN,UK,1957-05-12,Other,2016-10-12,True,False
20,1,4,Popcorn - Small,3,3.0,9.0,2024-01-05,Online,Kiosk,False,346,Jayne,Chapman,victoriafraser@kelly-smith.com,(0118) 496 0934,"97 Marian greens, Denisbury, ML4V 9UJ",Whiteburgh,PH54 7GX,UK,1947-09-01,Other,2021-01-17,True,False
20,2,9,VIP Seat Upgrade,5,4.0,20.0,2024-01-05,Online,Kiosk,False,346,Jayne,Chapman,victoriafraser@kelly-smith.com,(0118) 496 0934,"97 Marian greens, Denisbury, ML4V 9UJ",Whiteburgh,PH54 7GX,UK,1947-09-01,Other,2021-01-17,True,False
21,1,1,Cinema Ticket - Adult,1,12.5,12.5,2024-01-05,Cash,Mobile App,True,168,Philip,Dodd,sheppardlewis@outlook.com,(0118)4960251,"Flat 83, Hill islands, Bullton, G19 9BL",Knighthaven,G84 4BW,UK,1986-01-12,Male,2018-07-01,False,False
21,2,4,Popcorn - Small,3,3.0,9.0,2024-01-05,Cash,Mobile App,True,168,Philip,Dodd,sheppardlewis@outlook.com,(0118)4960251,"Flat 83, Hill islands, Bullton, G19 9BL",Knighthaven,G84 4BW,UK,1986-01-12,Male,2018-07-01,False,False
21,3,9,VIP Seat Upgrade,4,4.0,16.0,2024-01-05,Cash,Mobile App,True,168,Philip,Dodd,sheppardlewis@outlook.com,(0118)4960251,"Flat 83, Hill islands, Bullton, G19 9BL",Knighthaven,G84 4BW,UK,1986-01-12,Male,2018-07-01,False,False
21,4,10,Merchandise - T-Shirt,2,15.0,30.0,2024-01-05,Cash,Mobile App,True,168,Philip,Dodd,sheppardlewis@outlook.com,(0118)4960251,"Flat 83, Hill islands, Bullton, G19 9BL",Knighthaven,G84 4BW,UK,1986-01-12,Male,2018-07-01,False,False
22,1,1,Cinema Ticket - Adult,2,12.5,25.0,2024-01-05,Cash,Box Office,True,346,Jayne,Chapman,victoriafraser@kelly-smith.com,(0118) 496 0934,"97 Marian greens, Denisbury, ML4V 9UJ",Whiteburgh,PH54 7GX,UK,1947-09-01,Other,2021-01-17,True,False
22,2,3,Cinema Ticket - Student,7,9.5,66.5,2024-01-05,Cash,Box Office,True,346,Jayne,Chapman,victoriafraser@kelly-smith.com,(0118) 496 0934,"97 Marian greens, Denisbury, ML4V 9UJ",Whiteburgh,PH54 7GX,UK,1947-09-01,Other,2021-01-17,True,False
22,3,7,Combo Meal,3,7.5,22.5,2024-01-05,Cash,Box Office,True,346,Jayne,Chapman,victoriafraser@kelly-smith.com,(0118) 496 0934,"97 Marian greens, Denisbury, ML4V 9UJ",Whiteburgh,PH54 7GX,UK,1947-09-01,Other,2021-01-17,True,False
22,4,8,3D Glasses,1,2.0,2.0,2024-01-05,Cash,Box Office,True,346,Jayne,Chapman,victoriafraser@kelly-smith.com,(0118) 496 0934,"97 Marian greens, Denisbury, ML4V 9UJ",Whiteburgh,PH54 7GX,UK,1947-09-01,Other,2021-01-17,True,False
22,5,9,VIP Seat Upgrade,3,4.0,12.0,2024-01-05,Cash,Box Office,True,346,Jayne,Chapman,victoriafraser@kelly-smith.com,(0118) 496 0934,"97 Marian greens, Denisbury, ML4V 9UJ",Whiteburgh,PH54 7GX,UK,1947-09-01,Other,2021-01-17,True,False
23,1,3,Cinema Ticket - Student,4,9.5,38.0,2024-01-05,Credit Card,Mobile App,True,360,Paige,Hope,ryan86@hotmail.com,+442074960418,"Studio 18, Ford mountains, Port Graceville, WC8 1LB",Summerstown,WS1V 4SG,UK,1961-06-25,Other,2017-06-15,True,False
23,2,7,Combo Meal,1,7.5,7.5,2024-01-05,Credit Card,Mobile App,True,360,Paige,Hope,ryan86@hotmail.com,+442074960418,"Studio 18, Ford mountains, Port Graceville, WC8 1LB",Summerstown,WS1V 4SG,UK,1961-06-25,Other,2017-06-15,True,False
24,1,1,Cinema Ticket - Adult,3,12.5,37.5,2024-01-05,Online,Mobile App,False,453,Katie,Graham,vincent51@hotmail.co.uk,+44(0)1314960771,"1 Miah road, South Garethburgh, ME17 2TA",Lake Kennethburgh,G5J 9QJ,UK,1958-07-22,Female,2020-04-20,False,True
25,1,3,Cinema Ticket - Student,2,9.5,19.0,2024-01-05,Credit Card,Kiosk,False,138,Hazel,Wallis,angelanorth@yahoo.co.uk,(0117)4960837,"41 Geraldine isle, Oliverland, G6 2YQ",East Darrenfurt,WN21 6DQ,UK,2002-11-02,Other,2022-08-22,True,False
25,2,8,3D Glasses,3,2.0,6.0,2024-01-05,Credit Card,Kiosk,False,138,Hazel,Wallis,angelanorth@yahoo.co.uk,(0117)4960837,"41 Geraldine isle, Oliverland, G6 2YQ",East Darrenfurt,WN21 6DQ,UK,2002-11-02,Other,2022-08-22,True,False
25,3,9,VIP Seat Upgrade,9,4.0,36.0,2024-01-05,Credit Card,Kiosk,False,138,Hazel,Wallis,angelanorth@yahoo.co.uk,(0117)4960837,"41 Geraldine isle, Oliverland, G6 2YQ",East Darrenfurt,WN21 6DQ,UK,2002-11-02,Other,2022-08-22,True,False
26,1,1,Cinema Ticket - Adult,5,12.5,62.5,2024-01-06,Credit Card,Kiosk,True,444,Donald,Hunt,coxjulian@franklin.com,(0191)4960992,"Studio 91p, Edwards run, Lake Marcfurt, SM67 7BL",New Graham,PE7M 4HB,UK,1989-10-15,Other,2016-10-19,False,True
26,2,3,Cinema Ticket - Student,2,9.5,19.0,2024-01-06,Credit Card,Kiosk,True,444,Donald,Hunt,coxjulian@franklin.com,(0191)4960992,"Studio 91p, Edwards run, Lake Marcfurt, SM67 7BL",New Graham,PE7M 4HB,UK,1989-10-15,Other,2016-10-19,False,True
26,3,5,Popcorn - Large,6,5.0,30.0,2024-01-06,Credit Card,Kiosk,True,444,Donald,Hunt,coxjulian@franklin.com,(0191)4960992,"Studio 91p, Edwards run, Lake Marcfurt, SM67 7BL",New Graham,PE7M 4HB,UK,1989-10-15,Other,2016-10-19,False,True
26,4,6,Soft Drink,4,2.5,10.0,2024-01-06,Credit Card,Kiosk,True,444,Donald,Hunt,coxjulian@franklin.com,(0191)4960992,"Studio 91p, Edwards run, Lake Marcfurt, SM67 7BL",New Graham,PE7M 4HB,UK,1989-10-15,Other,2016-10-19,False,True
26,5,8,3D Glasses,5,2.0,10.0,2024-01-06,Credit Card,Kiosk,True,444,Donald,Hunt,coxjulian@franklin.com,(0191)4960992,"Studio 91p, Edwards run, Lake Marcfurt, SM67 7BL",New Graham,PE7M 4HB,UK,1989-10-15,Other,2016-10-19,False,True
27,1,2,Cinema Ticket - Child,1,8.0,8.0,2024-01-06,Cash,Web,False,5,Mohamed,Clark,catherinelee@carpenter.com,03069990991,"Studio 56L, Ann islands, Lake Damien, N8G 7YN",Lake Bradley,N44 0QU,UK,2007-05-26,Male,2017-09-29,True,True
27,2,3,Cinema Ticket - Student,7,9.5,66.5,2024-01-06,Cash,Web,False,5,Mohamed,Clark,catherinelee@carpenter.com,03069990991,"Studio 56L, Ann islands, Lake Damien, N8G 7YN",Lake Bradley,N44 0QU,UK,2007-05-26,Male,2017-09-29,True,True
27,3,4,Popcorn - Small,3,3.0,9.0,2024-01-06,Cash,Web,False,5,Mohamed,Clark,catherinelee@carpenter.com,03069990991,"Studio 56L, Ann islands, Lake Damien, N8G 7YN",Lake Bradley,N44 0QU,UK,2007-05-26,Male,2017-09-29,True,True
27,4,6,Soft Drink,4,2.5,10.0,2024-01-06,Cash,Web,False,5,Mohamed,Clark,catherinelee@carpenter.com,03069990991,"Studio 56L, Ann islands, Lake Damien, N8G 7YN",Lake Bradley,N44 0QU,UK,2007-05-26,Male,2017-09-29,True,True
27,5,8,3D Glasses,2,2.0,4.0,2024-01-06,Cash,Web,False,5,Mohamed,Clark,catherinelee@carpenter.com,03069990991,"Studio 56L, Ann islands, Lake Damien, N8G 7YN",Lake Bradley,N44 0QU,UK,2007-05-26,Male,2017-09-29,True,True
28,1,1,Cinema Ticket - Adult,3,12.5,37.5,2024-01-06,Cash,Kiosk,True,44,Oliver,Martin,shannon57@smith.com,+441514960774,"Flat 78, Savage gateway, Brandonburgh, L34 9EZ",Christinefort,G2 4LH,UK,2005-08-20,Other,2018-02-12,False,True
28,2,4,Popcorn - Small,4,3.0,12.0,2024-01-06,Cash,Kiosk,True,44,Oliver,Martin,shannon57@smith.com,+441514960774,"Flat 78, Savage gateway, Brandonburgh, L34 9EZ",Christinefort,G2 4LH,UK,2005-08-20,Other,2018-02-12,False,True
28,3,6,Soft Drink,1,2.5,2.5,2024-01-06,Cash,Kiosk,True,44,Oliver,Martin,shannon57@smith.com,+441514960774,"Flat 78, Savage gateway, Brandonburgh, L34 9EZ",Christinefort,G2 4LH,UK,2005-08-20,Other,2018-02-12,False,True
29,1,2,Cinema Ticket - Child,2,8.0,16.0,2024-01-06,Debit Card,Box Office,False,154,Gail,Rahman,charleswright@morgan.org,+44306 9990462,"Flat 85A, Knight mews, New Christian, TA1W 0WN",McDonaldstad,N4 5GU,UK,2001-01-03,Other,2017-02-06,False,True
29,2,4,Popcorn - Small,8,3.0,24.0,2024-01-06,Debit Card,Box Office,False,154,Gail,Rahman,charleswright@morgan.org,+44306 9990462,"Flat 85A, Knight mews, New Christian, TA1W 0WN",McDonaldstad,N4 5GU,UK,2001-01-03,Other,2017-02-06,False,True
29,3,5,Popcorn - Large,4,5.0,20.0,2024-01-06,Debit Card,Box Office,False,154,Gail,Rahman,charleswright@morgan.org,+44306 9990462,"Flat 85A, Knight mews, New Christian, TA1W 0WN",McDonaldstad,N4 5GU,UK,2001-01-03,Other,2017-02-06,False,True
29,4,6,Soft Drink,2,2.5,5.0,2024-01-06,Debit Card,Box Office,False,154,Gail,Rahman,charleswright@morgan.org,+44306 9990462,"Flat 85A, Knight mews, New Christian, TA1W 0WN",McDonaldstad,N4 5GU,UK,2001-01-03,Other,2017-02-06,False,True
29,5,10,Merchandise - T-Shirt,4,15.0,60.0,2024-01-06,Debit Card,Box Office,False,154,Gail,Rahman,charleswright@morgan.org,+44306 9990462,"Flat 85A, Knight mews, New Christian, TA1W 0WN",McDonaldstad,N4 5GU,UK,2001-01-03,Other,2017-02-06,False,True
30,1,2,Cinema Ticket - Child,4,8.0,32.0,2024-01-06,Online,Box Office,True,286,Donna,Jackson,dalewood@glover-begum.com,+44(0)1914960104,"47 Bethany corners, Phillipsberg, IP5B 9JA",Freemantown,BH5 1ZH,UK,1991-03-23,Female,2023-09-01,True,False
30,2,10,Merchandise - T-Shirt,5,15.0,75.0,2024-01-06,Online,Box Office,True,286,Donna,Jackson,dalewood@glover-begum.com,+44(0)1914960104,"47 Bethany corners, Phillipsberg, IP5B 9JA",Freemantown,BH5 1ZH,UK,1991-03-23,Female,2023-09-01,True,False
31,1,9,VIP Seat Upgrade,5,4.0,20.0,2024-01-06,Cash,Web,True,533,Rachael,Giles,oliver12@bates.org,(0151) 4960470,"89 Marshall alley, West Marie, TN14 1HT",Port Guy,E47 3NU,UK,1989-10-12,Female,2020-05-16,True,False
32,1,2,Cinema Ticket - Child,4,8.0,32.0,2024-01-06,Debit Card,Mobile App,True,200,Anthony,Hayes,kellypamela@yahoo.com,+44(0)1314960672,"Studio 47, Coleman manors, New Carlyshire, B58 8WN",New Geraldinechester,N85 9JE,UK,1965-11-18,Male,2018-04-12,False,True
32,2,8,3D Glasses,5,2.0,10.0,2024-01-06,Debit Card,Mobile App,True,200,Anthony,Hayes,kellypamela@yahoo.com,+44(0)1314960672,"Studio 47, Coleman manors, New Carlyshire, B58 8WN",New Geraldinechester,N85 9JE,UK,1965-11-18,Male,2018-04-12,False,True
32,3,9,VIP Seat Upgrade,2,4.0,8.0,2024-01-06,Debit Card,Mobile App,True,200,Anthony,Hayes,kellypamela@yahoo.com,+44(0)1314960672,"Studio 47, Coleman manors, New Carlyshire, B58 8WN",New Geraldinechester,N85 9JE,UK,1965-11-18,Male,2018-04-12,False,True
33,1,3,Cinema Ticket - Student,5,9.5,47.5,2024-01-06,Credit Card,Box Office,True,16,Graham,Allen,vtaylor@baker.info,+44909 879 0233,"Studio 06j, Hall crossroad, East Johnville, B0C 6YR",Nelsonstad,L78 2DX,UK,1998-07-21,Other,2019-06-10,False,True
